year_month,item_id,total_value,key,conf_lo,conf_hi
2011-10-01,FOODS_3_226,4574.0,ACTUAL,,
2011-11-01,FOODS_3_226,4925.0,ACTUAL,,
2011-12-01,FOODS_3_226,5870.0,ACTUAL,,
2012-01-01,FOODS_3_226,4252.0,ACTUAL,,
2012-02-01,FOODS_3_226,4143.0,ACTUAL,,
2012-03-01,FOODS_3_226,4774.0,ACTUAL,,
2012-04-01,FOODS_3_226,5056.0,ACTUAL,,
2012-05-01,FOODS_3_226,5899.0,ACTUAL,,
2012-06-01,FOODS_3_226,6405.0,ACTUAL,,
2012-07-01,FOODS_3_226,5937.0,ACTUAL,,
2012-08-01,FOODS_3_226,6283.0,ACTUAL,,
2012-09-01,FOODS_3_226,5635.0,ACTUAL,,
2012-10-01,FOODS_3_226,5466.0,ACTUAL,,
2012-11-01,FOODS_3_226,6321.0,ACTUAL,,
2012-12-01,FOODS_3_226,6640.0,ACTUAL,,
2013-01-01,FOODS_3_226,4974.0,ACTUAL,,
2013-02-01,FOODS_3_226,6201.0,ACTUAL,,
2013-03-01,FOODS_3_226,6978.0,ACTUAL,,
2013-04-01,FOODS_3_226,5840.0,ACTUAL,,
2013-05-01,FOODS_3_226,6498.0,ACTUAL,,
2013-06-01,FOODS_3_226,6266.0,ACTUAL,,
2013-07-01,FOODS_3_226,6671.0,ACTUAL,,
2013-08-01,FOODS_3_226,7065.0,ACTUAL,,
2013-09-01,FOODS_3_226,6606.0,ACTUAL,,
2013-10-01,FOODS_3_226,6125.0,ACTUAL,,
2013-11-01,FOODS_3_226,6135.0,ACTUAL,,
2013-12-01,FOODS_3_226,6443.0,ACTUAL,,
2014-01-01,FOODS_3_226,4808.0,ACTUAL,,
2014-02-01,FOODS_3_226,5651.0,ACTUAL,,
2014-03-01,FOODS_3_226,6167.0,ACTUAL,,
2014-04-01,FOODS_3_226,6064.0,ACTUAL,,
2014-05-01,FOODS_3_226,6245.0,ACTUAL,,
2014-06-01,FOODS_3_226,6256.0,ACTUAL,,
2014-07-01,FOODS_3_226,6859.0,ACTUAL,,
2014-08-01,FOODS_3_226,7485.0,ACTUAL,,
2014-09-01,FOODS_3_226,6206.0,ACTUAL,,
2014-10-01,FOODS_3_226,6163.0,ACTUAL,,
2014-11-01,FOODS_3_226,6140.0,ACTUAL,,
2014-12-01,FOODS_3_226,6669.0,ACTUAL,,
2015-01-01,FOODS_3_226,5294.0,ACTUAL,,
2015-02-01,FOODS_3_226,5524.0,ACTUAL,,
2015-03-01,FOODS_3_226,5666.0,ACTUAL,,
2015-04-01,FOODS_3_226,5314.0,ACTUAL,,
2015-05-01,FOODS_3_226,5260.0,ACTUAL,,
2015-06-01,FOODS_3_226,5475.0,ACTUAL,,
2015-07-01,FOODS_3_226,6540.0,ACTUAL,,
2015-08-01,FOODS_3_226,6864.0,ACTUAL,,
2015-09-01,FOODS_3_226,5942.0,ACTUAL,,
2015-10-01,FOODS_3_226,6083.0,ACTUAL,,
2015-11-01,FOODS_3_226,5683.0,ACTUAL,,
2015-12-01,FOODS_3_226,6167.0,ACTUAL,,
2016-01-01,FOODS_3_226,4976.0,ACTUAL,,
2016-02-01,FOODS_3_226,5873.0,ACTUAL,,
2016-03-01,FOODS_3_226,6109.0,ACTUAL,,
2016-04-01,FOODS_3_226,4674.0,ACTUAL,,
2016-05-31,FOODS_3_226,4830.994140625,FUTURE,4284.6016,5377.3867
2016-06-30,FOODS_3_226,5244.5029296875,FUTURE,4698.1104,5790.8955
2016-07-31,FOODS_3_226,5923.041015625,FUTURE,5376.6484,6469.4336
2016-08-31,FOODS_3_226,6256.552734375,FUTURE,5710.16,6802.9453
2016-09-30,FOODS_3_226,5491.9443359375,FUTURE,4945.552,6038.337
2016-10-31,FOODS_3_226,5612.56884765625,FUTURE,5066.1763,6158.9614
2016-11-30,FOODS_3_226,5489.8681640625,FUTURE,4943.4756,6036.2607
2016-12-31,FOODS_3_226,5703.0048828125,FUTURE,5156.6123,6249.3975
2017-01-31,FOODS_3_226,4973.34521484375,FUTURE,4426.9526,5519.738
2017-02-28,FOODS_3_226,5385.32373046875,FUTURE,4838.931,5931.7163
2017-03-31,FOODS_3_226,5152.83349609375,FUTURE,4606.441,5699.226
2017-04-30,FOODS_3_226,4706.431640625,FUTURE,4160.039,5252.824
2011-01-01,FOODS_3_252,719.0,ACTUAL,,
2011-02-01,FOODS_3_252,7187.0,ACTUAL,,
2011-03-01,FOODS_3_252,7838.0,ACTUAL,,
2011-04-01,FOODS_3_252,8562.0,ACTUAL,,
2011-05-01,FOODS_3_252,9077.0,ACTUAL,,
2011-06-01,FOODS_3_252,10255.0,ACTUAL,,
2011-07-01,FOODS_3_252,11445.0,ACTUAL,,
2011-08-01,FOODS_3_252,13079.0,ACTUAL,,
2011-09-01,FOODS_3_252,10520.0,ACTUAL,,
2011-10-01,FOODS_3_252,9590.0,ACTUAL,,
2011-11-01,FOODS_3_252,8238.0,ACTUAL,,
2011-12-01,FOODS_3_252,8044.0,ACTUAL,,
2012-01-01,FOODS_3_252,6479.0,ACTUAL,,
2012-02-01,FOODS_3_252,7267.0,ACTUAL,,
2012-03-01,FOODS_3_252,8392.0,ACTUAL,,
2012-04-01,FOODS_3_252,8258.0,ACTUAL,,
2012-05-01,FOODS_3_252,10052.0,ACTUAL,,
2012-06-01,FOODS_3_252,11018.0,ACTUAL,,
2012-07-01,FOODS_3_252,10972.0,ACTUAL,,
2012-08-01,FOODS_3_252,11974.0,ACTUAL,,
2012-09-01,FOODS_3_252,9843.0,ACTUAL,,
2012-10-01,FOODS_3_252,8952.0,ACTUAL,,
2012-11-01,FOODS_3_252,8439.0,ACTUAL,,
2012-12-01,FOODS_3_252,8281.0,ACTUAL,,
2013-01-01,FOODS_3_252,6162.0,ACTUAL,,
2013-02-01,FOODS_3_252,7083.0,ACTUAL,,
2013-03-01,FOODS_3_252,8469.0,ACTUAL,,
2013-04-01,FOODS_3_252,7836.0,ACTUAL,,
2013-05-01,FOODS_3_252,9429.0,ACTUAL,,
2013-06-01,FOODS_3_252,10982.0,ACTUAL,,
2013-07-01,FOODS_3_252,11028.0,ACTUAL,,
2013-08-01,FOODS_3_252,12633.0,ACTUAL,,
2013-09-01,FOODS_3_252,9447.0,ACTUAL,,
2013-10-01,FOODS_3_252,8079.0,ACTUAL,,
2013-11-01,FOODS_3_252,7946.0,ACTUAL,,
2013-12-01,FOODS_3_252,7406.0,ACTUAL,,
2014-01-01,FOODS_3_252,6036.0,ACTUAL,,
2014-02-01,FOODS_3_252,6594.0,ACTUAL,,
2014-03-01,FOODS_3_252,8033.0,ACTUAL,,
2014-04-01,FOODS_3_252,7927.0,ACTUAL,,
2014-05-01,FOODS_3_252,9845.0,ACTUAL,,
2014-06-01,FOODS_3_252,9710.0,ACTUAL,,
2014-07-01,FOODS_3_252,10128.0,ACTUAL,,
2014-08-01,FOODS_3_252,11107.0,ACTUAL,,
2014-09-01,FOODS_3_252,8862.0,ACTUAL,,
2014-10-01,FOODS_3_252,9214.0,ACTUAL,,
2014-11-01,FOODS_3_252,7636.0,ACTUAL,,
2014-12-01,FOODS_3_252,7981.0,ACTUAL,,
2015-01-01,FOODS_3_252,6099.0,ACTUAL,,
2015-02-01,FOODS_3_252,7092.0,ACTUAL,,
2015-03-01,FOODS_3_252,8330.0,ACTUAL,,
2015-04-01,FOODS_3_252,8387.0,ACTUAL,,
2015-05-01,FOODS_3_252,8519.0,ACTUAL,,
2015-06-01,FOODS_3_252,10305.0,ACTUAL,,
2015-07-01,FOODS_3_252,12137.0,ACTUAL,,
2015-08-01,FOODS_3_252,13461.0,ACTUAL,,
2015-09-01,FOODS_3_252,10004.0,ACTUAL,,
2015-10-01,FOODS_3_252,9559.0,ACTUAL,,
2015-11-01,FOODS_3_252,8154.0,ACTUAL,,
2015-12-01,FOODS_3_252,8802.0,ACTUAL,,
2016-01-01,FOODS_3_252,6659.0,ACTUAL,,
2016-02-01,FOODS_3_252,8159.0,ACTUAL,,
2016-03-01,FOODS_3_252,8522.0,ACTUAL,,
2016-04-01,FOODS_3_252,7056.0,ACTUAL,,
2016-05-31,FOODS_3_252,9255.9736328125,FUTURE,7829.537,10682.41
2016-06-30,FOODS_3_252,10877.9228515625,FUTURE,9451.486,12304.359
2016-07-31,FOODS_3_252,11029.29296875,FUTURE,9602.856,12455.7295
2016-08-31,FOODS_3_252,12141.09375,FUTURE,10714.657,13567.53
2016-09-30,FOODS_3_252,9771.5908203125,FUTURE,8345.154,11198.027
2016-10-31,FOODS_3_252,8301.2578125,FUTURE,6874.8213,9727.694
2016-11-30,FOODS_3_252,8776.232421875,FUTURE,7349.796,10202.669
2016-12-31,FOODS_3_252,8695.908203125,FUTURE,7269.4717,10122.345
2017-01-31,FOODS_3_252,7058.80322265625,FUTURE,5632.367,8485.239
2017-02-28,FOODS_3_252,7912.6884765625,FUTURE,6486.252,9339.125
2017-03-31,FOODS_3_252,7063.55859375,FUTURE,5637.122,8489.995
2017-04-30,FOODS_3_252,7257.25390625,FUTURE,5830.8174,8683.69
2011-01-01,FOODS_3_555,850.0,ACTUAL,,
2011-02-01,FOODS_3_555,7863.0,ACTUAL,,
2011-03-01,FOODS_3_555,8909.0,ACTUAL,,
2011-04-01,FOODS_3_555,9139.0,ACTUAL,,
2011-05-01,FOODS_3_555,9202.0,ACTUAL,,
2011-06-01,FOODS_3_555,9539.0,ACTUAL,,
2011-07-01,FOODS_3_555,10719.0,ACTUAL,,
2011-08-01,FOODS_3_555,12284.0,ACTUAL,,
2011-09-01,FOODS_3_555,10373.0,ACTUAL,,
2011-10-01,FOODS_3_555,10441.0,ACTUAL,,
2011-11-01,FOODS_3_555,9776.0,ACTUAL,,
2011-12-01,FOODS_3_555,10308.0,ACTUAL,,
2012-01-01,FOODS_3_555,7745.0,ACTUAL,,
2012-02-01,FOODS_3_555,8270.0,ACTUAL,,
2012-03-01,FOODS_3_555,9288.0,ACTUAL,,
2012-04-01,FOODS_3_555,8693.0,ACTUAL,,
2012-05-01,FOODS_3_555,9378.0,ACTUAL,,
2012-06-01,FOODS_3_555,9637.0,ACTUAL,,
2012-07-01,FOODS_3_555,9538.0,ACTUAL,,
2012-08-01,FOODS_3_555,10840.0,ACTUAL,,
2012-09-01,FOODS_3_555,8729.0,ACTUAL,,
2012-10-01,FOODS_3_555,8859.0,ACTUAL,,
2012-11-01,FOODS_3_555,8979.0,ACTUAL,,
2012-12-01,FOODS_3_555,9219.0,ACTUAL,,
2013-01-01,FOODS_3_555,6828.0,ACTUAL,,
2013-02-01,FOODS_3_555,7648.0,ACTUAL,,
2013-03-01,FOODS_3_555,7368.0,ACTUAL,,
2013-04-01,FOODS_3_555,6605.0,ACTUAL,,
2013-05-01,FOODS_3_555,7411.0,ACTUAL,,
2013-06-01,FOODS_3_555,7937.0,ACTUAL,,
2013-07-01,FOODS_3_555,7884.0,ACTUAL,,
2013-08-01,FOODS_3_555,8689.0,ACTUAL,,
2013-09-01,FOODS_3_555,6897.0,ACTUAL,,
2013-10-01,FOODS_3_555,7017.0,ACTUAL,,
2013-11-01,FOODS_3_555,6967.0,ACTUAL,,
2013-12-01,FOODS_3_555,7498.0,ACTUAL,,
2014-01-01,FOODS_3_555,5697.0,ACTUAL,,
2014-02-01,FOODS_3_555,6115.0,ACTUAL,,
2014-03-01,FOODS_3_555,6453.0,ACTUAL,,
2014-04-01,FOODS_3_555,6501.0,ACTUAL,,
2014-05-01,FOODS_3_555,6854.0,ACTUAL,,
2014-06-01,FOODS_3_555,7022.0,ACTUAL,,
2014-07-01,FOODS_3_555,6987.0,ACTUAL,,
2014-08-01,FOODS_3_555,6622.0,ACTUAL,,
2014-09-01,FOODS_3_555,5980.0,ACTUAL,,
2014-10-01,FOODS_3_555,6177.0,ACTUAL,,
2014-11-01,FOODS_3_555,6271.0,ACTUAL,,
2014-12-01,FOODS_3_555,7244.0,ACTUAL,,
2015-01-01,FOODS_3_555,5658.0,ACTUAL,,
2015-02-01,FOODS_3_555,6034.0,ACTUAL,,
2015-03-01,FOODS_3_555,6475.0,ACTUAL,,
2015-04-01,FOODS_3_555,5911.0,ACTUAL,,
2015-05-01,FOODS_3_555,5966.0,ACTUAL,,
2015-06-01,FOODS_3_555,6304.0,ACTUAL,,
2015-07-01,FOODS_3_555,7394.0,ACTUAL,,
2015-08-01,FOODS_3_555,8149.0,ACTUAL,,
2015-09-01,FOODS_3_555,6833.0,ACTUAL,,
2015-10-01,FOODS_3_555,7419.0,ACTUAL,,
2015-11-01,FOODS_3_555,6805.0,ACTUAL,,
2015-12-01,FOODS_3_555,7524.0,ACTUAL,,
2016-01-01,FOODS_3_555,6025.0,ACTUAL,,
2016-02-01,FOODS_3_555,6647.0,ACTUAL,,
2016-03-01,FOODS_3_555,7009.0,ACTUAL,,
2016-04-01,FOODS_3_555,5884.0,ACTUAL,,
